middle name,weight
Kaija,0.00048638395665544937
Carolina,0.00048383577613597093
Seija,0.0004835172535710361
Pirjo,0.0004793764602268836
Karita,0.0004752356668827311
Hilma,0.0004733245314931223
Linda,0.0004733245314931223
Aava,0.00047205044123338306
Eija,0.00046982078327883944
Karolina,0.00046790964788923057
Mariia,0.0004675911253242958
Hilda,0.00046631703506455657
Valpuri,0.00046376885454507813
Wilhelmina,0.00046026510633079526
Sanna,0.00045644283555157757
Henrietta,0.0004529390873372947
Jaana,0.0004526205647723599
Jenny,0.00045134647451262064
Aila,0.00045070942938275107
Marleena,0.00045070942938275107
Sofie,0.0004465686360385986
Hellin,0.00044593159090872895
Viktoria,0.0004424278426944461
Emmi,0.0004366944365256196
Amelia,0.00043573886883081515
Marjo,0.0004344647785710759
Rosa,0.0004331906883113367
Rauha,0.00043000546266198865
Olga,0.0004287313724022494
Charlotte,0.0004242720564931621
Vappu,0.00042363501136329253
Inka,0.00041949421801914003
Patricia,0.0004185386503243356
Daniela,0.00041567194723992235
Mimosa,0.0004143978569801831
Tarja,0.0004143978569801831
Katja,0.0004105755862009654
Eleonoora,0.0004089829733762914
Helvi,0.0004086644508113566
Miia,0.0004083459282464218
Eleonora,0.0004067533154217478
Iina,0.0004035680897723997
Kanerva,0.0004035680897723997
Jemina,0.0004022939995126605
Helene,0.00040197547694772567
Rebekka,0.0004003828641230516
Monica,0.00040006434155811686
Enni,0.0003946494579542251
Pia,0.0003924197999996815
Terhikki,0.00039146423230487705
Lilian,0.00038923457435033343
Gunilla,0.00038573082613605056
Janina,0.00038509378100618093
Siviä,0.0003838196907464417
Ingegerd,0.0003828641230516373
Leila,0.00037744923944774556
Merja,0.00037681219431787594
Jenni,0.00037553810405813675
Erica,0.0003745825363633323
Lempi,0.00037139731071398425
Ursula,0.00037107878814904944
Vuokko,0.0003678935624997014
Raija,0.0003663009496750274
Fredrika,0.00036598242711009257
Justiina,0.00036598242711009257
Iris,0.00036502685941528813
Arja,0.00036152311120100526
Milla,0.00036120458863607045
Oona,0.0003583378855516572
Mia,0.0003577008404217876
Lovisa,0.00035578970503217876
Natalia,0.0003541970922075047
Minttu,0.00035164891168802627
Irma,0.000350374821428287
Veera,0.0003478266409088086
Auroora,0.00034591550551919977
Vieno,0.00034559698295426496
Mariitta,0.00034495993782439533
Maire,0.00034177471217504727
Magdalena,0.00034113766704517765
Aurelia,0.000340500621915308
Elizabeth,0.0003398635767854384
Milja,0.0003385894865256992
Vanamo,0.00033731539626595996
Isla,0.00033572278344128596
Janika,0.00033540426087635115
Meeri,0.00033476721574648153
Eevi,0.0003341301706166119
Mohamed,0.00033317460292180747
Selina,0.00033317460292180747
Nina,0.00033126346753219865
Serafiina,0.0003293523321425898
Monika,0.00032903380957765503
Vivian,0.00032489301623350253
Riina,0.0003245744936685677
Maija-Liisa,0.0003242559711036329
Melissa,0.0003239374485386981
Adeliina,0.0003236189259737633
Tyyne,0.00032298188084389366
Jasmiina,0.00032107074545428485
Vellamo,0.00032107074545428485
Elvira,0.0003194781326296108
Liina,0.0003194781326296108
Henrika,0.00031533733928545835
Beatrice,0.0003140632490257191
Kirsikka,0.0003140632490257191
Mirella,0.0003137447264607843
Nea,0.0003137447264607843
Vanessa,0.00031310768133091467
Fanny,0.0003121521136361103
Veronica,0.00031151506850624067
Henna,0.000309285410551697
Janette,0.00030896688798676223
Sanni,0.0003086483654218274
Carina,0.0003019593915581965
Elvi,0.0002997297336036528
Amelie,0.0002984556433439136
Tiia,0.0002936778048698915
Venla,0.0002933592823049567
Peppiina,0.00029144814691534787
Rakel,0.00029144814691534787
Sylvi,0.00029144814691534787
Helen,0.00029081110178547824
Outi,0.000289537011525739
Vilhelmina,0.000289537011525739
Taimi,0.00028730735357119537
Saga,0.00028698883100626056
Pirita,0.00028667030844132575
Lumia,0.0002841221279218473
Silja,0.0002834850827919777
Teresia,0.00028284803766210806
Anna-Maria,0.00028093690227249925
Carola,0.0002790257668828904
Evelina,0.00027711463149328157
Susan,0.00027679610892834675
Kaarin,0.00027647758636341194
Kerttuli,0.0002755220186686075
Anu,0.00027520349610367275
Annette,0.00027488497353873794
Jasmine,0.0002739294058439335
Lisa,0.0002739294058439335
Janita,0.0002736108832789987
Harriet,0.00027265531558419426
Margareetta,0.00027265531558419426
Melina,0.00027233679301925945
Agneta,0.00027201827045432464
Saimi,0.00027138122532445507
Martina,0.00027042565762965063
Viivi,0.00027042565762965063
Petra,0.000269788612499781
Jenna,0.00026724043198030257
Mathilda,0.00026660338685043295
Maarika,0.0002643737288958893
Madeleine,0.0002637366837660197
Mariella,0.00026246259350628045
Säde,0.00026246259350628045
Solveig,0.000259914412986802
Vilma,0.0002595958904218672
Raili,0.00025704770990238877
Paulina,0.0002538624842530407
Margareeta,0.00025195134886343184
Tytti,0.00024844760064914896
Aini,0.0002452623749998009
Lemmikki,0.0002433512396101921
Caroline,0.00024175862678551806
Taina,0.00023793635600630037
Reeta,0.00023761783344136556
Niina,0.00023729931087643075
Asta,0.00023220294983747385
Juliaana,0.00023156590470760425
Hilla,0.00023061033701279982
Lyyli,0.0002296547693179954
Piia,0.0002296547693179954
Edit,0.0002283806790582562
Kastehelmi,0.00022742511136345176
Alli,0.00022646954366864735
Virpi,0.00022551397597384291
Sonja,0.00022519545340890813
Toini,0.00022519545340890813
Yvonne,0.00022392136314916888
Airi,0.00022169170519462526
Kaisu,0.00022137318262969045
Iines,0.00022105466006475564
Ahmed,0.00022073613749982082
Inga,0.00022073613749982082
Elma,0.000220417614934886
Marlene,0.00021818795698034239
Miriam,0.00021818795698034239
Serafia,0.00021786943441540757
Miranda,0.00021691386672060317
Annikka,0.00021563977646086392
Soilikki,0.00021563977646086392
Tuija,0.00021500273133099432
Peppi,0.0002143656862011247
Fanni,0.00021372864107125508
Mira,0.00021086193798684183
Katrina,0.0002095878477271026
Essi,0.00020863228003229818
Michaela,0.00020863228003229818
Juliana,0.00020735818977255896
Taika,0.00020703966720762415
Rebecca,0.00020672114464268936
Sirkku,0.00020672114464268936
Elle,0.00020512853181801533
Valentina,0.00020512853181801533
Elin,0.0002032173964284065
Armi,0.00020258035129853687
Minerva,0.00020226182873360205
Kati,0.00020066921590892802
Lucia,0.00020003217077905843
Benita,0.00019875808051931918
Laila,0.00019780251282451477
Dagmar,0.00019652842256477556
Beata,0.00019557285486997112
Tanja,0.00019493580974010153
Felicia,0.00019461728717516671
Mervi,0.0001942987646102319
Sophie,0.0001939802420452971
Greta,0.00019366171948036228
Selma,0.00019334319691542747
Senja,0.00019270615178555787
Ava,0.00019143206152581865
Silvia,0.00019143206152581865
Saima,0.00018601717792192694
Anna-Maija,0.00018474308766218772
Ann-Mari,0.00018378751996738329
Micaela,0.0001802837717531004
Sointu,0.0001802837717531004
Aira,0.00017964672662323082
Kaisla,0.0001790096814933612
Rose,0.0001790096814933612
Ali,0.00017869115892842638
Aura,0.00017805411379855679
Ellinoora,0.00017805411379855679
Elmiina,0.00017773559123362197
Ottilia,0.00017741706866868716
Taru,0.00017741706866868716
Ann,0.00017709854610375235
Oili,0.0001748688881492087
Synnöve,0.00017455036558427391
Mailis,0.0001742318430193391
Angelica,0.00017359479788946948
Natalie,0.00017327627532453467
Sophia,0.00017327627532453467
Kukka-Maaria,0.00017040957224012142
Inger,0.0001700910496751866
Leea,0.0001697725271102518
Vilja,0.0001697725271102518
Gabriella,0.000169454004545317
Adelia,0.00016849843685051258
Auli,0.00016849843685051258
Kukka,0.00016817991428557777
Alissa,0.00016754286915570817
Josefin,0.00016754286915570817
Soile,0.00016658730146090373
Therese,0.00016595025633103414
Adelina,0.0001646761660712949
Eriika,0.0001646761660712949
Iita,0.0001646761660712949
Marian,0.0001640391209414253
Salme,0.0001640391209414253
Terese,0.0001640391209414253
Miina,0.00016340207581155567
Augusta,0.00016276503068168608
Magdaleena,0.00016276503068168608
Annastiina,0.00016180946298688164
Lilli,0.00016149094042194683
Saana,0.00016085389529207724
Nicole,0.00016053537272714242
Sarita,0.00016053537272714242
Salla,0.0001598983275972728
Elea,0.000159579805032338
Mariel,0.000159579805032338
Veronika,0.0001592612824674032
Hertta,0.00015862423733753358
Maiju,0.00015703162451285955
Terhi,0.00015703162451285955
Sofi,0.00015671310194792474
Pihla,0.00015639457938298993
Helli,0.00015607605681805514
Serafina,0.0001551204891232507
Cristina,0.0001548019665583159
Ireene,0.0001548019665583159
Jade,0.0001548019665583159
Catharina,0.00015448344399338111
Aina,0.00015352787629857668
Milena,0.00015225378603883746
Signe,0.00015225378603883746
Edla,0.00015193526347390265
Antonia,0.00015034265064922862
Josefine,0.00015034265064922862
Julianna,0.00015034265064922862
Sandra,0.00015034265064922862
Eeva-Liisa,0.0001500241280842938
Brita,0.000149705605519359
Sirkka-Liisa,0.0001487500378245546
Emilie,0.00014683890243494575
Kristine,0.00014652037987001094
Emmiina,0.0001449277670453369
Isabelle,0.0001449277670453369
Eira,0.0001446092444804021
Stina,0.0001446092444804021
Stiina,0.0001439721993505325
Sabina,0.00014333515422066287
Emelie,0.00014301663165572806
Sigrid,0.00014301663165572806
Pilvi,0.00014206106396092366
Erin,0.00014142401883105403
Pinja,0.00014142401883105403
Nuppu,0.00014078697370118444
Diana,0.00014046845113624962
Alicia,0.0001401499285713148
Laina,0.0001401499285713148
Livia,0.0001401499285713148
Mariana,0.0001401499285713148
Aallotar,0.0001395128834414452
Ulriikka,0.0001395128834414452
Margaret,0.0001391943608765104
Eine,0.00013792027061677116
Kiia,0.00013792027061677116
Hanneli,0.00013760174805183638
Helga,0.00013696470292196675
Abdi,0.00013569061266222753
Elna,0.0001347350449674231
Mariaana,0.0001347350449674231
Else,0.0001344165224024883
Agnes,0.0001337794772726187
Bettina,0.00013250538701287947
Adessa,0.00013218686444794466
Neea,0.00013154981931807504
Andrea,0.00013123129675314023
Claudia,0.00013091277418820542
Estelle,0.00013091277418820542
Vera,0.0001296386839284662
Aamu,0.0001286831162336618
Alise,0.0001286831162336618
Stella,0.0001286831162336618
Aleksiina,0.00012804607110379217
Catarina,0.00012804607110379217
Maila,0.00012772754853885735
Merita,0.00012772754853885735
Melinda,0.00012677198084405295
Mila,0.00012677198084405295
Jonna,0.00012645345827911814
Heini,0.00012613493571418332
Nelli,0.00012613493571418332
Anne-Mari,0.0001258164131492485
Ronja,0.0001258164131492485
Iisa,0.00012549789058431373
Luna,0.00012549789058431373
Nella,0.00012549789058431373
Aida,0.00012517936801937892
Lilia,0.00012517936801937892
Tuulevi,0.00012517936801937892
Fiona,0.0001248608454544441
Sohvi,0.00012326823262977007
Mea,0.00012263118749990045
Elsi,0.00012167561980509604
Frida,0.00012135709724016123
Marikki,0.00012135709724016123
Michelle,0.00012135709724016123
Viveka,0.00012103857467522643
Hassan,0.00012072005211029162
Jasmina,0.00012072005211029162
Tilda,0.00012072005211029162
Angelina,0.00012008300698042201
Janica,0.00012008300698042201
Ingegärd,0.0001197644844154872
Alexsandra,0.0001194459618505524
Leona,0.00011912743928561759
Marjanne,0.00011912743928561759
Mary,0.00011912743928561759
Mai,0.00011880891672068278
Lena,0.00011849039415574798
Varpu,0.00011849039415574798
Eedit,0.00011785334902587836
Rosanna,0.00011785334902587836
Ines,0.00011721630389600875
Rosita,0.00011657925876613914
Lumikki,0.00011626073620120433
Jessika,0.00011562369107133472
Maj,0.00011498664594146511
Bertta,0.0001143496008115955
Petriina,0.0001143496008115955
Helka,0.00011403107824666069
Liisi,0.00011371255568172588
Inga-Lill,0.00011084585259731263
Nathalie,0.00010989028490250821
Heljä,0.0001092532397726386
Henriika,0.0001092532397726386
Ruusu,0.00010829767207783418
Mette,0.00010797914951289937
Saaga,0.00010734210438302976
Mielikki,0.00010638653668822534
Illusia,0.00010606801412329052
Jeanette,0.00010606801412329052
Salli,0.00010606801412329052
Ainikki,0.0001051124464284861
Emily,0.0001051124464284861
Nora,0.0001051124464284861
Angela,0.0001047939238635513
Desiree,0.0001047939238635513
Eini,0.0001041568787336817
Lisbeth,0.0001041568787336817
Kustaava,0.00010351983360381207
Anne-Marie,0.00010288278847394246
Armiida,0.00010288278847394246
Ulriika,0.00010288278847394246
Kristin,0.00010256426590900767
Evelyn,0.00010192722077913804
Adéle,0.00010033460795446401
Erja,0.00010033460795446401
Rebecka,0.00010033460795446401
Angelika,0.00010001608538952921
Susann,0.00010001608538952921
Marja-Terttu,9.96975628245944e-05
Ilta,9.937904025965959e-05
Mariann,9.874199512978998e-05
Enna,9.842347256485517e-05
Abdullahi,9.778642743498556e-05
Mona,9.778642743498556e-05
Mariela,9.746790487005076e-05
Ramona,9.746790487005076e-05
Lauriina,9.619381461031153e-05
Ann-Marie,9.587529204537672e-05
Evelin,9.555676948044192e-05
Rauni,9.555676948044192e-05
Hellen,9.523824691550711e-05
My,9.523824691550711e-05
Hillervo,9.491972435057231e-05
Alva,9.46012017856375e-05
Ebba,9.396415665576789e-05
Mimmi,9.396415665576789e-05
Jenniina,9.364563409083308e-05
May,9.364563409083308e-05
Ira,9.332711152589827e-05
Soili,9.300858896096347e-05
Tea,9.269006639602866e-05
Lemmitty,9.237154383109386e-05
Grace,9.173449870122424e-05
Lumina,9.109745357135463e-05
Heta,9.077893100641982e-05
Katharina,9.077893100641982e-05
Margetta,9.046040844148502e-05
Adalmina,9.01418858765502e-05
Hanne,8.982336331161541e-05
Teija,8.982336331161541e-05
Evelia,8.886779561681099e-05
Gabriela,8.886779561681099e-05
Karelia,8.886779561681099e-05
Jennifer,8.854927305187618e-05
Marissa,8.854927305187618e-05
Mirva,8.854927305187618e-05
Odessa,8.854927305187618e-05
Ruth,8.854927305187618e-05
Inna,8.791222792200657e-05
Maj-Lis,8.791222792200657e-05
Ellinor,8.759370535707175e-05
Kielo,8.759370535707175e-05
Viveca,8.759370535707175e-05
Josephine,8.727518279213696e-05
Hildegard,8.663813766226733e-05
Catherine,8.631961509733254e-05
Ilmi,8.631961509733254e-05
Eriikka,8.600109253239772e-05
Gunvor,8.600109253239772e-05
Virve,8.600109253239772e-05
Jane,8.568256996746293e-05
Tatjana,8.568256996746293e-05
Malviina,8.536404740252812e-05
Rita,8.50455248375933e-05
Annamari,8.47270022726585e-05
Petronella,8.47270022726585e-05
Alviina,8.44084797077237e-05
Emelia,8.44084797077237e-05
Henriette,8.44084797077237e-05
Marit,8.345291201291927e-05
Ilmatar,8.313438944798448e-05
Klaudia,8.313438944798448e-05
Karina,8.281586688304966e-05
Merituuli,8.281586688304966e-05
Milana,8.281586688304966e-05
Maya,8.249734431811485e-05
Armida,8.186029918824524e-05
Isa,8.186029918824524e-05
Valborg,8.186029918824524e-05
Aija,8.154177662331043e-05
Anne-Maria,8.154177662331043e-05
Larissa,8.154177662331043e-05
Kerstin,8.122325405837563e-05
Carmen,8.090473149344082e-05
Theresia,8.058620892850602e-05
Hely,8.026768636357121e-05
Maj-Britt,8.026768636357121e-05
Alexia,7.99491637986364e-05
Hedvig,7.99491637986364e-05
Impi,7.96306412337016e-05
Tamara,7.96306412337016e-05
Caroliina,7.899359610383198e-05
Theresa,7.899359610383198e-05
Eleanor,7.867507353889718e-05
Valeria,7.867507353889718e-05
Vadelma,7.771950584409276e-05
Pauline,7.740098327915795e-05
Saija,7.740098327915795e-05
Desiré,7.676393814928834e-05
Anna-Mari,7.644541558435353e-05
Kia,7.644541558435353e-05
Aniitta,7.612689301941873e-05
Marietta,7.580837045448392e-05
Mirka,7.580837045448392e-05
Alessia,7.517132532461431e-05
Barbara,7.517132532461431e-05
Esther,7.517132532461431e-05
Anna-Leena,7.48528027596795e-05
Eden,7.48528027596795e-05
Juuli,7.48528027596795e-05
Kreeta,7.45342801947447e-05
Anne-Maj,7.389723506487508e-05
Bella,7.389723506487508e-05
Cassandra,7.389723506487508e-05
Lenita,7.389723506487508e-05
Lina,7.389723506487508e-05
Minja,7.357871249994028e-05
Viena,7.357871249994028e-05
Sarianna,7.326018993500547e-05
Wilma,7.326018993500547e-05
Margita,7.294166737007067e-05
Severiina,7.262314480513586e-05
Unna,7.262314480513586e-05
Hellikki,7.230462224020105e-05
Jannika,7.230462224020105e-05
Anastacia,7.198609967526625e-05
Sofianna,7.198609967526625e-05
Hulda,7.166757711033144e-05
Kamilla,7.166757711033144e-05
Marja-Riitta,7.166757711033144e-05
Ida-Maria,7.134905454539663e-05
Leonora,7.071200941552702e-05
Suoma,7.071200941552702e-05
Valdine,7.071200941552702e-05
Briitta,7.039348685059222e-05
Mariina,7.00749642856574e-05
Adolfiina,6.97564417207226e-05
Else-Maj,6.94379191557878e-05
Hussein,6.94379191557878e-05
Sarah,6.94379191557878e-05
Berit,6.911939659085299e-05
Estella,6.911939659085299e-05
Mohammed,6.880087402591819e-05
Salome,6.880087402591819e-05
Ina,6.848235146098338e-05
Katrin,6.848235146098338e-05
Marica,6.848235146098338e-05
Ruut,6.848235146098338e-05
Senni,6.848235146098338e-05
Gunhild,6.816382889604856e-05
Adina,6.752678376617896e-05
Annabella,6.752678376617896e-05
Jelena,6.752678376617896e-05
Milka,6.752678376617896e-05
Pilvikki,6.720826120124414e-05
Usva,6.720826120124414e-05
Kreetta,6.657121607137453e-05
Lily,6.657121607137453e-05
Sade,6.657121607137453e-05
Valma,6.657121607137453e-05
Lila,6.625269350643974e-05
Maisa,6.625269350643974e-05
Tuovi,6.625269350643974e-05
Netta,6.593417094150492e-05
Annie,6.561564837657011e-05
Esmeralda,6.561564837657011e-05
Isabell,6.561564837657011e-05
Ansa,6.529712581163532e-05
Desirée,6.529712581163532e-05
Alessandra,6.49786032467005e-05
Omar,6.466008068176569e-05
Ann-Sofi,6.43415581168309e-05
Hellä,6.43415581168309e-05
Verna,6.402303555189608e-05
Yasmin,6.402303555189608e-05
Saila,6.370451298696128e-05
Seela,6.370451298696128e-05
Fiia,6.306746785709166e-05
Svea,6.243042272722205e-05
Mercedes,6.211190016228724e-05
Christin,6.179337759735244e-05
Ibrahim,6.179337759735244e-05
Ragnhild,6.179337759735244e-05
Siru,6.147485503241763e-05
Jolanda,6.115633246748283e-05
Annaliisa,6.083780990254802e-05
Ariel,6.083780990254802e-05
Mahamed,6.083780990254802e-05
Rosaliina,6.083780990254802e-05
Riia,6.051928733761322e-05
Lisbet,6.0200764772678406e-05
Marisa,6.0200764772678406e-05
Pirjetta,6.0200764772678406e-05
Bea,5.98822422077436e-05
Eeva-Maria,5.98822422077436e-05
Lillemor,5.98822422077436e-05
Viliina,5.98822422077436e-05
Ethel,5.9563719642808796e-05
Eliisabet,5.8608151948004375e-05
Evita,5.8608151948004375e-05
Filippa,5.8608151948004375e-05
Matintytär,5.8608151948004375e-05
Anna-Lisa,5.828962938306957e-05
Meea,5.828962938306957e-05
Desire,5.7652584253199954e-05
Mari-Anne,5.7652584253199954e-05
Seliina,5.733406168826515e-05
Ingalill,5.7015539123330345e-05
Marion,5.669701655839554e-05
Pernilla,5.669701655839554e-05
Ulla-Maija,5.637849399346073e-05
Minnea,5.6059971428525924e-05
Anh,5.574144886359112e-05
Simone,5.574144886359112e-05
Janna,5.5422926298656315e-05
Jutta,5.5422926298656315e-05
Ann-Christine,5.51044037337215e-05
Doris,5.51044037337215e-05
Myy,5.47858811687867e-05
Nanna,5.47858811687867e-05
Natasha,5.47858811687867e-05
Antintytär,5.4467358603851894e-05
Christel,5.4467358603851894e-05
Lidia,5.4467358603851894e-05
Mohamud,5.4467358603851894e-05
Tarleena,5.4467358603851894e-05
Ann-Christin,5.414883603891709e-05
Gunnel,5.414883603891709e-05
Ihanelma,5.414883603891709e-05
Minni,5.414883603891709e-05
Anna-Sofia,5.383031347398228e-05
Joy,5.383031347398228e-05
Barbro,5.351179090904747e-05
Ninni,5.319326834411267e-05
Eufemia,5.287474577917786e-05
Iida-Maria,5.287474577917786e-05
Nelly,5.287474577917786e-05
Rosalia,5.255622321424305e-05
Meri-Tuuli,5.223770064930825e-05
Abdirahman,5.191917808437344e-05
Bernice,5.191917808437344e-05
Sarianne,5.191917808437344e-05
Ann-Charlotte,5.160065551943864e-05
Britt,5.160065551943864e-05
Jennika,5.160065551943864e-05
Ulrica,5.160065551943864e-05
Annemari,5.128213295450383e-05
Annica,5.128213295450383e-05
Raisa,5.128213295450383e-05
Mariam,5.0645087824634216e-05
Selena,5.0645087824634216e-05
Titta,5.0645087824634216e-05
Bettiina,5.032656525969941e-05
Moona,5.032656525969941e-05
Christa,5.000804269476461e-05
Anitra,4.9689520129829796e-05
Kim,4.9689520129829796e-05
Marie-Louise,4.937099756489499e-05
Henni,4.9052474999960186e-05
Janniina,4.9052474999960186e-05
Thuy,4.9052474999960186e-05
Juliet,4.873395243502538e-05
Li,4.873395243502538e-05
Virva,4.873395243502538e-05
Annamaria,4.8096907305155765e-05
Judith,4.777838474022096e-05
Mikontytär,4.777838474022096e-05
Bianca,4.7459862175286156e-05
Denise,4.7459862175286156e-05
Linn,4.7459862175286156e-05
Sabrina,4.7459862175286156e-05
Tatjaana,4.7459862175286156e-05
Thu,4.7459862175286156e-05
Onneli,4.7141339610351344e-05
Alexa,4.682281704541654e-05
Adriana,4.6504294480481735e-05
Albertiina,4.6504294480481735e-05
Tia,4.6504294480481735e-05
Fatima,4.618577191554693e-05
Markit,4.618577191554693e-05
Kaneli,4.586724935061212e-05
Kastanja,4.586724935061212e-05
Elida,4.5548726785677314e-05
Britt-Marie,4.523020422074251e-05
Nadja,4.523020422074251e-05
Ngoc,4.523020422074251e-05
