middle name,amount,weight
Sini,1920,0.0006115633246748282
Minna,1912,0.0006090151441553498
Ingrid,1882,0.0005994594672073056
Adalmiina,1881,0.0005991409446423708
Siiri,1877,0.0005978668543826315
Regina,1869,0.0005953186738631532
Annina,1858,0.0005918149256488702
Piritta,1841,0.0005864000420449786
Edith,1820,0.0005797110681813476
Raakel,1817,0.0005787555004865432
Marina,1816,0.0005784369779216084
Mirja,1809,0.0005762073199670648
Ulrika,1802,0.0005739776620125211
Aliina,1782,0.000567607210713825
Irja,1766,0.0005625108496748681
Joanna,1757,0.0005596441465904548
Noora,1737,0.0005532736952917587
Karin,1736,0.0005529551727268239
Isabel,1731,0.0005513625599021498
Krista,1720,0.000547858811687867
Ada,1715,0.000546266198863193
Christine,1689,0.000537984612174888
Sirpa,1687,0.0005373475670450183
Irina,1686,0.0005370290444800835
Paula,1683,0.0005360734767852792
Teresa,1662,0.0005293845029216483
Tiina,1638,0.0005217399613632129
Pirkko,1599,0.0005093175813307555
Jessica,1581,0.0005035841751619289
Sari,1570,0.000500080426947646
Reetta,1567,0.0004991248592528416
Anastasia,1565,0.000498487814122972
Meri,1551,0.0004940284982138847
Alma,1541,0.0004908432725645366
Minea,1541,0.0004908432725645366
Birgit,1537,0.0004895691823047975
Heli,1532,0.0004879765694801234
Kaija,1527,0.00048638395665544937
Carolina,1519,0.00048383577613597093
Seija,1518,0.0004835172535710361
Pirjo,1505,0.0004793764602268836
Karita,1492,0.0004752356668827311
Hilma,1486,0.0004733245314931223
Linda,1486,0.0004733245314931223
Aava,1482,0.00047205044123338306
Eija,1475,0.00046982078327883944
Karolina,1469,0.00046790964788923057
Mariia,1468,0.0004675911253242958
Hilda,1464,0.00046631703506455657
Valpuri,1456,0.00046376885454507813
Wilhelmina,1445,0.00046026510633079526
Sanna,1433,0.00045644283555157757
Henrietta,1422,0.0004529390873372947
Jaana,1421,0.0004526205647723599
Jenny,1417,0.00045134647451262064
Aila,1415,0.00045070942938275107
Marleena,1415,0.00045070942938275107
Sofie,1402,0.0004465686360385986
Hellin,1400,0.00044593159090872895
Viktoria,1389,0.0004424278426944461
Emmi,1371,0.0004366944365256196
Amelia,1368,0.00043573886883081515
Marjo,1364,0.0004344647785710759
Rosa,1360,0.0004331906883113367
Rauha,1350,0.00043000546266198865
Olga,1346,0.0004287313724022494
Charlotte,1332,0.0004242720564931621
Vappu,1330,0.00042363501136329253
Inka,1317,0.00041949421801914003
Patricia,1314,0.0004185386503243356
Daniela,1305,0.00041567194723992235
Mimosa,1301,0.0004143978569801831
Tarja,1301,0.0004143978569801831
Katja,1289,0.0004105755862009654
Eleonoora,1284,0.0004089829733762914
Helvi,1283,0.0004086644508113566
Miia,1282,0.0004083459282464218
Eleonora,1277,0.0004067533154217478
Iina,1267,0.0004035680897723997
Kanerva,1267,0.0004035680897723997
Jemina,1263,0.0004022939995126605
Helene,1262,0.00040197547694772567
Rebekka,1257,0.0004003828641230516
Monica,1256,0.00040006434155811686
Enni,1239,0.0003946494579542251
Pia,1232,0.0003924197999996815
Terhikki,1229,0.00039146423230487705
Lilian,1222,0.00038923457435033343
Gunilla,1211,0.00038573082613605056
Janina,1209,0.00038509378100618093
Siviä,1205,0.0003838196907464417
Ingegerd,1202,0.0003828641230516373
Leila,1185,0.00037744923944774556
Merja,1183,0.00037681219431787594
Jenni,1179,0.00037553810405813675
Erica,1176,0.0003745825363633323
Lempi,1166,0.00037139731071398425
Ursula,1165,0.00037107878814904944
Vuokko,1155,0.0003678935624997014
Raija,1150,0.0003663009496750274
Fredrika,1149,0.00036598242711009257
Justiina,1149,0.00036598242711009257
Iris,1146,0.00036502685941528813
Arja,1135,0.00036152311120100526
Milla,1134,0.00036120458863607045
Oona,1125,0.0003583378855516572
Mia,1123,0.0003577008404217876
Lovisa,1117,0.00035578970503217876
Natalia,1112,0.0003541970922075047
Minttu,1104,0.00035164891168802627
Irma,1100,0.000350374821428287
Veera,1092,0.0003478266409088086
Auroora,1086,0.00034591550551919977
Vieno,1085,0.00034559698295426496
Mariitta,1083,0.00034495993782439533
Maire,1073,0.00034177471217504727
Magdalena,1071,0.00034113766704517765
Aurelia,1069,0.000340500621915308
Elizabeth,1067,0.0003398635767854384
Milja,1063,0.0003385894865256992
Vanamo,1059,0.00033731539626595996
Isla,1054,0.00033572278344128596
Janika,1053,0.00033540426087635115
Meeri,1051,0.00033476721574648153
Eevi,1049,0.0003341301706166119
Mohamed,1046,0.00033317460292180747
Selina,1046,0.00033317460292180747
Nina,1040,0.00033126346753219865
Serafiina,1034,0.0003293523321425898
Monika,1033,0.00032903380957765503
Vivian,1020,0.00032489301623350253
Riina,1019,0.0003245744936685677
Maija-Liisa,1018,0.0003242559711036329
Melissa,1017,0.0003239374485386981
Adeliina,1016,0.0003236189259737633
Tyyne,1014,0.00032298188084389366
Jasmiina,1008,0.00032107074545428485
Vellamo,1008,0.00032107074545428485
Elvira,1003,0.0003194781326296108
Liina,1003,0.0003194781326296108
Henrika,990,0.00031533733928545835
Beatrice,986,0.0003140632490257191
Kirsikka,986,0.0003140632490257191
Mirella,985,0.0003137447264607843
Nea,985,0.0003137447264607843
Vanessa,983,0.00031310768133091467
Fanny,980,0.0003121521136361103
Veronica,978,0.00031151506850624067
Henna,971,0.000309285410551697
Janette,970,0.00030896688798676223
Sanni,969,0.0003086483654218274
Carina,948,0.0003019593915581965
Elvi,941,0.0002997297336036528
Amelie,937,0.0002984556433439136
Tiia,922,0.0002936778048698915
Venla,921,0.0002933592823049567
Peppiina,915,0.00029144814691534787
Rakel,915,0.00029144814691534787
Sylvi,915,0.00029144814691534787
Helen,913,0.00029081110178547824
Outi,909,0.000289537011525739
Vilhelmina,909,0.000289537011525739
Taimi,902,0.00028730735357119537
Saga,901,0.00028698883100626056
Pirita,900,0.00028667030844132575
Lumia,892,0.0002841221279218473
Silja,890,0.0002834850827919777
Teresia,888,0.00028284803766210806
Anna-Maria,882,0.00028093690227249925
Carola,876,0.0002790257668828904
Evelina,870,0.00027711463149328157
Susan,869,0.00027679610892834675
Kaarin,868,0.00027647758636341194
Kerttuli,865,0.0002755220186686075
Anu,864,0.00027520349610367275
Annette,863,0.00027488497353873794
Jasmine,860,0.0002739294058439335
Lisa,860,0.0002739294058439335
Janita,859,0.0002736108832789987
Harriet,856,0.00027265531558419426
Margareetta,856,0.00027265531558419426
Melina,855,0.00027233679301925945
Agneta,854,0.00027201827045432464
Saimi,852,0.00027138122532445507
Martina,849,0.00027042565762965063
Viivi,849,0.00027042565762965063
Petra,847,0.000269788612499781
Jenna,839,0.00026724043198030257
Mathilda,837,0.00026660338685043295
Maarika,830,0.0002643737288958893
Madeleine,828,0.0002637366837660197
Mariella,824,0.00026246259350628045
Säde,824,0.00026246259350628045
Solveig,816,0.000259914412986802
Vilma,815,0.0002595958904218672
Raili,807,0.00025704770990238877
Paulina,797,0.0002538624842530407
Margareeta,791,0.00025195134886343184
Tytti,780,0.00024844760064914896
Aini,770,0.0002452623749998009
Lemmikki,764,0.0002433512396101921
Caroline,759,0.00024175862678551806
Taina,747,0.00023793635600630037
Reeta,746,0.00023761783344136556
Niina,745,0.00023729931087643075
Asta,729,0.00023220294983747385
Juliaana,727,0.00023156590470760425
Hilla,724,0.00023061033701279982
Lyyli,721,0.0002296547693179954
Piia,721,0.0002296547693179954
Edit,717,0.0002283806790582562
Kastehelmi,714,0.00022742511136345176
Alli,711,0.00022646954366864735
Virpi,708,0.00022551397597384291
Sonja,707,0.00022519545340890813
Toini,707,0.00022519545340890813
Yvonne,703,0.00022392136314916888
Airi,696,0.00022169170519462526
Kaisu,695,0.00022137318262969045
Iines,694,0.00022105466006475564
Ahmed,693,0.00022073613749982082
Inga,693,0.00022073613749982082
Elma,692,0.000220417614934886
Marlene,685,0.00021818795698034239
Miriam,685,0.00021818795698034239
Serafia,684,0.00021786943441540757
Miranda,681,0.00021691386672060317
Annikka,677,0.00021563977646086392
Soilikki,677,0.00021563977646086392
Tuija,675,0.00021500273133099432
Peppi,673,0.0002143656862011247
Fanni,671,0.00021372864107125508
Mira,662,0.00021086193798684183
Katrina,658,0.0002095878477271026
Essi,655,0.00020863228003229818
Michaela,655,0.00020863228003229818
Juliana,651,0.00020735818977255896
Taika,650,0.00020703966720762415
Rebecca,649,0.00020672114464268936
Sirkku,649,0.00020672114464268936
Elle,644,0.00020512853181801533
Valentina,644,0.00020512853181801533
Elin,638,0.0002032173964284065
Armi,636,0.00020258035129853687
Minerva,635,0.00020226182873360205
Kati,630,0.00020066921590892802
Lucia,628,0.00020003217077905843
Benita,624,0.00019875808051931918
Laila,621,0.00019780251282451477
Dagmar,617,0.00019652842256477556
Beata,614,0.00019557285486997112
Tanja,612,0.00019493580974010153
Felicia,611,0.00019461728717516671
Mervi,610,0.0001942987646102319
Sophie,609,0.0001939802420452971
Greta,608,0.00019366171948036228
Selma,607,0.00019334319691542747
Senja,605,0.00019270615178555787
Ava,601,0.00019143206152581865
Silvia,601,0.00019143206152581865
Saima,584,0.00018601717792192694
Anna-Maija,580,0.00018474308766218772
Ann-Mari,577,0.00018378751996738329
Micaela,566,0.0001802837717531004
Sointu,566,0.0001802837717531004
Aira,564,0.00017964672662323082
Kaisla,562,0.0001790096814933612
Rose,562,0.0001790096814933612
Ali,561,0.00017869115892842638
Aura,559,0.00017805411379855679
Ellinoora,559,0.00017805411379855679
Elmiina,558,0.00017773559123362197
Ottilia,557,0.00017741706866868716
Taru,557,0.00017741706866868716
Ann,556,0.00017709854610375235
Oili,549,0.0001748688881492087
Synnöve,548,0.00017455036558427391
Mailis,547,0.0001742318430193391
Angelica,545,0.00017359479788946948
Natalie,544,0.00017327627532453467
Sophia,544,0.00017327627532453467
Kukka-Maaria,535,0.00017040957224012142
Inger,534,0.0001700910496751866
Leea,533,0.0001697725271102518
Vilja,533,0.0001697725271102518
Gabriella,532,0.000169454004545317
Adelia,529,0.00016849843685051258
Auli,529,0.00016849843685051258
Kukka,528,0.00016817991428557777
Alissa,526,0.00016754286915570817
Josefin,526,0.00016754286915570817
Soile,523,0.00016658730146090373
Therese,521,0.00016595025633103414
Adelina,517,0.0001646761660712949
Eriika,517,0.0001646761660712949
Iita,517,0.0001646761660712949
Marian,515,0.0001640391209414253
Salme,515,0.0001640391209414253
Terese,515,0.0001640391209414253
Miina,513,0.00016340207581155567
Augusta,511,0.00016276503068168608
Magdaleena,511,0.00016276503068168608
Annastiina,508,0.00016180946298688164
Lilli,507,0.00016149094042194683
Saana,505,0.00016085389529207724
Nicole,504,0.00016053537272714242
Sarita,504,0.00016053537272714242
Salla,502,0.0001598983275972728
Elea,501,0.000159579805032338
Mariel,501,0.000159579805032338
Veronika,500,0.0001592612824674032
Hertta,498,0.00015862423733753358
Maiju,493,0.00015703162451285955
Terhi,493,0.00015703162451285955
Sofi,492,0.00015671310194792474
Pihla,491,0.00015639457938298993
Helli,490,0.00015607605681805514
Serafina,487,0.0001551204891232507
Cristina,486,0.0001548019665583159
Ireene,486,0.0001548019665583159
Jade,486,0.0001548019665583159
Catharina,485,0.00015448344399338111
Aina,482,0.00015352787629857668
Milena,478,0.00015225378603883746
Signe,478,0.00015225378603883746
Edla,477,0.00015193526347390265
Antonia,472,0.00015034265064922862
Josefine,472,0.00015034265064922862
Julianna,472,0.00015034265064922862
Sandra,472,0.00015034265064922862
Eeva-Liisa,471,0.0001500241280842938
Brita,470,0.000149705605519359
Sirkka-Liisa,467,0.0001487500378245546
Emilie,461,0.00014683890243494575
Kristine,460,0.00014652037987001094
Emmiina,455,0.0001449277670453369
Isabelle,455,0.0001449277670453369
Eira,454,0.0001446092444804021
Stina,454,0.0001446092444804021
Stiina,452,0.0001439721993505325
Sabina,450,0.00014333515422066287
Emelie,449,0.00014301663165572806
Sigrid,449,0.00014301663165572806
Pilvi,446,0.00014206106396092366
Erin,444,0.00014142401883105403
Pinja,444,0.00014142401883105403
Nuppu,442,0.00014078697370118444
Diana,441,0.00014046845113624962
Alicia,440,0.0001401499285713148
Laina,440,0.0001401499285713148
Livia,440,0.0001401499285713148
Mariana,440,0.0001401499285713148
Aallotar,438,0.0001395128834414452
Ulriikka,438,0.0001395128834414452
Margaret,437,0.0001391943608765104
Eine,433,0.00013792027061677116
Kiia,433,0.00013792027061677116
Hanneli,432,0.00013760174805183638
Helga,430,0.00013696470292196675
Abdi,426,0.00013569061266222753
Elna,423,0.0001347350449674231
Mariaana,423,0.0001347350449674231
Else,422,0.0001344165224024883
Agnes,420,0.0001337794772726187
Bettina,416,0.00013250538701287947
Adessa,415,0.00013218686444794466
Neea,413,0.00013154981931807504
Andrea,412,0.00013123129675314023
Claudia,411,0.00013091277418820542
Estelle,411,0.00013091277418820542
Vera,407,0.0001296386839284662
Aamu,404,0.0001286831162336618
Alise,404,0.0001286831162336618
Stella,404,0.0001286831162336618
Aleksiina,402,0.00012804607110379217
Catarina,402,0.00012804607110379217
Maila,401,0.00012772754853885735
Merita,401,0.00012772754853885735
Melinda,398,0.00012677198084405295
Mila,398,0.00012677198084405295
Jonna,397,0.00012645345827911814
Heini,396,0.00012613493571418332
Nelli,396,0.00012613493571418332
Anne-Mari,395,0.0001258164131492485
Ronja,395,0.0001258164131492485
Iisa,394,0.00012549789058431373
Luna,394,0.00012549789058431373
Nella,394,0.00012549789058431373
Aida,393,0.00012517936801937892
Lilia,393,0.00012517936801937892
Tuulevi,393,0.00012517936801937892
Fiona,392,0.0001248608454544441
Sohvi,387,0.00012326823262977007
Mea,385,0.00012263118749990045
Elsi,382,0.00012167561980509604
Frida,381,0.00012135709724016123
Marikki,381,0.00012135709724016123
Michelle,381,0.00012135709724016123
Viveka,380,0.00012103857467522643
Hassan,379,0.00012072005211029162
Jasmina,379,0.00012072005211029162
Tilda,379,0.00012072005211029162
Angelina,377,0.00012008300698042201
Janica,377,0.00012008300698042201
Ingegärd,376,0.0001197644844154872
Alexsandra,375,0.0001194459618505524
Leona,374,0.00011912743928561759
Marjanne,374,0.00011912743928561759
Mary,374,0.00011912743928561759
Mai,373,0.00011880891672068278
Lena,372,0.00011849039415574798
Varpu,372,0.00011849039415574798
Eedit,370,0.00011785334902587836
Rosanna,370,0.00011785334902587836
Ines,368,0.00011721630389600875
Rosita,366,0.00011657925876613914
Lumikki,365,0.00011626073620120433
Jessika,363,0.00011562369107133472
Maj,361,0.00011498664594146511
Bertta,359,0.0001143496008115955
Petriina,359,0.0001143496008115955
Helka,358,0.00011403107824666069
Liisi,357,0.00011371255568172588
Inga-Lill,348,0.00011084585259731263
Nathalie,345,0.00010989028490250821
Heljä,343,0.0001092532397726386
Henriika,343,0.0001092532397726386
Ruusu,340,0.00010829767207783418
Mette,339,0.00010797914951289937
Saaga,337,0.00010734210438302976
Mielikki,334,0.00010638653668822534
Illusia,333,0.00010606801412329052
Jeanette,333,0.00010606801412329052
Salli,333,0.00010606801412329052
Ainikki,330,0.0001051124464284861
Emily,330,0.0001051124464284861
Nora,330,0.0001051124464284861
Angela,329,0.0001047939238635513
Desiree,329,0.0001047939238635513
Eini,327,0.0001041568787336817
Lisbeth,327,0.0001041568787336817
Kustaava,325,0.00010351983360381207
Anne-Marie,323,0.00010288278847394246
Armiida,323,0.00010288278847394246
Ulriika,323,0.00010288278847394246
Kristin,322,0.00010256426590900767
Evelyn,320,0.00010192722077913804
Adéle,315,0.00010033460795446401
Erja,315,0.00010033460795446401
Rebecka,315,0.00010033460795446401
Angelika,314,0.00010001608538952921
Susann,314,0.00010001608538952921
Marja-Terttu,313,9.96975628245944e-05
Ilta,312,9.937904025965959e-05
Mariann,310,9.874199512978998e-05
Enna,309,9.842347256485517e-05
Abdullahi,307,9.778642743498556e-05
Mona,307,9.778642743498556e-05
Mariela,306,9.746790487005076e-05
Ramona,306,9.746790487005076e-05
Lauriina,302,9.619381461031153e-05
Ann-Marie,301,9.587529204537672e-05
Evelin,300,9.555676948044192e-05
Rauni,300,9.555676948044192e-05
Hellen,299,9.523824691550711e-05
My,299,9.523824691550711e-05
Hillervo,298,9.491972435057231e-05
Alva,297,9.46012017856375e-05
Ebba,295,9.396415665576789e-05
Mimmi,295,9.396415665576789e-05
Jenniina,294,9.364563409083308e-05
May,294,9.364563409083308e-05
Ira,293,9.332711152589827e-05
Soili,292,9.300858896096347e-05
Tea,291,9.269006639602866e-05
Lemmitty,290,9.237154383109386e-05
Grace,288,9.173449870122424e-05
Lumina,286,9.109745357135463e-05
Heta,285,9.077893100641982e-05
Katharina,285,9.077893100641982e-05
Margetta,284,9.046040844148502e-05
Adalmina,283,9.01418858765502e-05
Hanne,282,8.982336331161541e-05
Teija,282,8.982336331161541e-05
Evelia,279,8.886779561681099e-05
Gabriela,279,8.886779561681099e-05
Karelia,279,8.886779561681099e-05
Jennifer,278,8.854927305187618e-05
Marissa,278,8.854927305187618e-05
Mirva,278,8.854927305187618e-05
Odessa,278,8.854927305187618e-05
Ruth,278,8.854927305187618e-05
Inna,276,8.791222792200657e-05
Maj-Lis,276,8.791222792200657e-05
Ellinor,275,8.759370535707175e-05
Kielo,275,8.759370535707175e-05
Viveca,275,8.759370535707175e-05
Josephine,274,8.727518279213696e-05
Hildegard,272,8.663813766226733e-05
Catherine,271,8.631961509733254e-05
Ilmi,271,8.631961509733254e-05
Eriikka,270,8.600109253239772e-05
Gunvor,270,8.600109253239772e-05
Virve,270,8.600109253239772e-05
Jane,269,8.568256996746293e-05
Tatjana,269,8.568256996746293e-05
Malviina,268,8.536404740252812e-05
Rita,267,8.50455248375933e-05
Annamari,266,8.47270022726585e-05
Petronella,266,8.47270022726585e-05
Alviina,265,8.44084797077237e-05
Emelia,265,8.44084797077237e-05
Henriette,265,8.44084797077237e-05
Marit,262,8.345291201291927e-05
Ilmatar,261,8.313438944798448e-05
Klaudia,261,8.313438944798448e-05
Karina,260,8.281586688304966e-05
Merituuli,260,8.281586688304966e-05
Milana,260,8.281586688304966e-05
Maya,259,8.249734431811485e-05
Armida,257,8.186029918824524e-05
Isa,257,8.186029918824524e-05
Valborg,257,8.186029918824524e-05
Aija,256,8.154177662331043e-05
Anne-Maria,256,8.154177662331043e-05
Larissa,256,8.154177662331043e-05
Kerstin,255,8.122325405837563e-05
Carmen,254,8.090473149344082e-05
Theresia,253,8.058620892850602e-05
Hely,252,8.026768636357121e-05
Maj-Britt,252,8.026768636357121e-05
Alexia,251,7.99491637986364e-05
Hedvig,251,7.99491637986364e-05
Impi,250,7.96306412337016e-05
Tamara,250,7.96306412337016e-05
Caroliina,248,7.899359610383198e-05
Theresa,248,7.899359610383198e-05
Eleanor,247,7.867507353889718e-05
Valeria,247,7.867507353889718e-05
Vadelma,244,7.771950584409276e-05
Pauline,243,7.740098327915795e-05
Saija,243,7.740098327915795e-05
Desiré,241,7.676393814928834e-05
Anna-Mari,240,7.644541558435353e-05
Kia,240,7.644541558435353e-05
Aniitta,239,7.612689301941873e-05
Marietta,238,7.580837045448392e-05
Mirka,238,7.580837045448392e-05
Alessia,236,7.517132532461431e-05
Barbara,236,7.517132532461431e-05
Esther,236,7.517132532461431e-05
Anna-Leena,235,7.48528027596795e-05
Eden,235,7.48528027596795e-05
Juuli,235,7.48528027596795e-05
Kreeta,234,7.45342801947447e-05
Anne-Maj,232,7.389723506487508e-05
Bella,232,7.389723506487508e-05
Cassandra,232,7.389723506487508e-05
Lenita,232,7.389723506487508e-05
Lina,232,7.389723506487508e-05
Minja,231,7.357871249994028e-05
Viena,231,7.357871249994028e-05
Sarianna,230,7.326018993500547e-05
Wilma,230,7.326018993500547e-05
Margita,229,7.294166737007067e-05
Severiina,228,7.262314480513586e-05
Unna,228,7.262314480513586e-05
Hellikki,227,7.230462224020105e-05
Jannika,227,7.230462224020105e-05
Anastacia,226,7.198609967526625e-05
Sofianna,226,7.198609967526625e-05
Hulda,225,7.166757711033144e-05
Kamilla,225,7.166757711033144e-05
Marja-Riitta,225,7.166757711033144e-05
Ida-Maria,224,7.134905454539663e-05
Leonora,222,7.071200941552702e-05
Suoma,222,7.071200941552702e-05
Valdine,222,7.071200941552702e-05
Briitta,221,7.039348685059222e-05
Mariina,220,7.00749642856574e-05
Adolfiina,219,6.97564417207226e-05
Else-Maj,218,6.94379191557878e-05
Hussein,218,6.94379191557878e-05
Sarah,218,6.94379191557878e-05
Berit,217,6.911939659085299e-05
Estella,217,6.911939659085299e-05
Mohammed,216,6.880087402591819e-05
Salome,216,6.880087402591819e-05
Ina,215,6.848235146098338e-05
Katrin,215,6.848235146098338e-05
Marica,215,6.848235146098338e-05
Ruut,215,6.848235146098338e-05
Senni,215,6.848235146098338e-05
Gunhild,214,6.816382889604856e-05
Adina,212,6.752678376617896e-05
Annabella,212,6.752678376617896e-05
Jelena,212,6.752678376617896e-05
Milka,212,6.752678376617896e-05
Pilvikki,211,6.720826120124414e-05
Usva,211,6.720826120124414e-05
Kreetta,209,6.657121607137453e-05
Lily,209,6.657121607137453e-05
Sade,209,6.657121607137453e-05
Valma,209,6.657121607137453e-05
Lila,208,6.625269350643974e-05
Maisa,208,6.625269350643974e-05
Tuovi,208,6.625269350643974e-05
Netta,207,6.593417094150492e-05
Annie,206,6.561564837657011e-05
Esmeralda,206,6.561564837657011e-05
Isabell,206,6.561564837657011e-05
Ansa,205,6.529712581163532e-05
Desirée,205,6.529712581163532e-05
Alessandra,204,6.49786032467005e-05
Omar,203,6.466008068176569e-05
Ann-Sofi,202,6.43415581168309e-05
