middle name,amount,weight
Le,40,1.2740902597392255e-05
Liselott,40,1.2740902597392255e-05
Loan,40,1.2740902597392255e-05
Ly,40,1.2740902597392255e-05
Manda,40,1.2740902597392255e-05
Marjorie,40,1.2740902597392255e-05
Mildred,40,1.2740902597392255e-05
Mimi,40,1.2740902597392255e-05
Nenna,40,1.2740902597392255e-05
Pälvi,40,1.2740902597392255e-05
Rashid,40,1.2740902597392255e-05
Renee,40,1.2740902597392255e-05
Samintytär,40,1.2740902597392255e-05
Sharon,40,1.2740902597392255e-05
Simona,40,1.2740902597392255e-05
Susana,40,1.2740902597392255e-05
Teodora,40,1.2740902597392255e-05
Tuomaantytär,40,1.2740902597392255e-05
Tupuna,40,1.2740902597392255e-05
Wanjiru,40,1.2740902597392255e-05
Alexis,39,1.2422380032457449e-05
Alfrida,39,1.2422380032457449e-05
Anjuska,39,1.2422380032457449e-05
Anna-Stina,39,1.2422380032457449e-05
Arnevi,39,1.2422380032457449e-05
Assi,39,1.2422380032457449e-05
Bodil,39,1.2422380032457449e-05
Brigitte,39,1.2422380032457449e-05
Chiara,39,1.2422380032457449e-05
Eline,39,1.2422380032457449e-05
Hanni,39,1.2422380032457449e-05
Johansdotter,39,1.2422380032457449e-05
Karpalo,39,1.2422380032457449e-05
Kate,39,1.2422380032457449e-05
Lauha,39,1.2422380032457449e-05
Leah,39,1.2422380032457449e-05
Madeline,39,1.2422380032457449e-05
Mahad,39,1.2422380032457449e-05
Mahmoud,39,1.2422380032457449e-05
Maritsa,39,1.2422380032457449e-05
Melek,39,1.2422380032457449e-05
Ollintytär,39,1.2422380032457449e-05
Sanna-Maria,39,1.2422380032457449e-05
Sirke,39,1.2422380032457449e-05
Sivia,39,1.2422380032457449e-05
Solja,39,1.2422380032457449e-05
Tarita,39,1.2422380032457449e-05
Terése,39,1.2422380032457449e-05
Vivan,39,1.2422380032457449e-05
Adaliina,38,1.2103857467522642e-05
Adelle,38,1.2103857467522642e-05
Alexiina,38,1.2103857467522642e-05
Ancelika,38,1.2103857467522642e-05
Andréa,38,1.2103857467522642e-05
Anmari,38,1.2103857467522642e-05
Annariina,38,1.2103857467522642e-05
Apollonia,38,1.2103857467522642e-05
Celinda,38,1.2103857467522642e-05
Christiane,38,1.2103857467522642e-05
Debora,38,1.2103857467522642e-05
Ella-Maria,38,1.2103857467522642e-05
Faith,38,1.2103857467522642e-05
Frederika,38,1.2103857467522642e-05
Hanh,38,1.2103857467522642e-05
Ivanovna,38,1.2103857467522642e-05
Izabella,38,1.2103857467522642e-05
Jessiina,38,1.2103857467522642e-05
Johanne,38,1.2103857467522642e-05
Jounintytär,38,1.2103857467522642e-05
Kiara,38,1.2103857467522642e-05
Kukkamaaria,38,1.2103857467522642e-05
Kuu,38,1.2103857467522642e-05
Kuura,38,1.2103857467522642e-05
Larsdotter,38,1.2103857467522642e-05
Meerit,38,1.2103857467522642e-05
Mi,38,1.2103857467522642e-05
Nhung,38,1.2103857467522642e-05
Rauna,38,1.2103857467522642e-05
Ristontytär,38,1.2103857467522642e-05
Runa,38,1.2103857467522642e-05
Saad,38,1.2103857467522642e-05
Safiira,38,1.2103857467522642e-05
Svetlana,38,1.2103857467522642e-05
Tatiana,38,1.2103857467522642e-05
Thelma,38,1.2103857467522642e-05
Tiitu,38,1.2103857467522642e-05
Tuike,38,1.2103857467522642e-05
Valo,38,1.2103857467522642e-05
Abdul,37,1.1785334902587836e-05
Adam,37,1.1785334902587836e-05
Aino-Maija,37,1.1785334902587836e-05
Airiina,37,1.1785334902587836e-05
Ama,37,1.1785334902587836e-05
del,37,1.1785334902587836e-05
Delila,37,1.1785334902587836e-05
Dora,37,1.1785334902587836e-05
Elvina,37,1.1785334902587836e-05
Emelina,37,1.1785334902587836e-05
Hilpi,37,1.1785334902587836e-05
Jamina,37,1.1785334902587836e-05
Jarna,37,1.1785334902587836e-05
Junia,37,1.1785334902587836e-05
Kay,37,1.1785334902587836e-05
Linéa,37,1.1785334902587836e-05
Maaren,37,1.1785334902587836e-05
Marcella,37,1.1785334902587836e-05
Mariikka,37,1.1785334902587836e-05
Meryem,37,1.1785334902587836e-05
Mina,37,1.1785334902587836e-05
Minessa,37,1.1785334902587836e-05
Miona,37,1.1785334902587836e-05
Oma,37,1.1785334902587836e-05
Pirjo-Liisa,37,1.1785334902587836e-05
Repekka,37,1.1785334902587836e-05
Sanja,37,1.1785334902587836e-05
Sarika,37,1.1785334902587836e-05
Savanna,37,1.1785334902587836e-05
Scarlett,37,1.1785334902587836e-05
Soraja,37,1.1785334902587836e-05
Tilde,37,1.1785334902587836e-05
Aleksa,36,1.146681233765303e-05
Ani,36,1.146681233765303e-05
Ariella,36,1.146681233765303e-05
Eea,36,1.146681233765303e-05
Emilla,36,1.146681233765303e-05
Evy,36,1.146681233765303e-05
Frideborg,36,1.146681233765303e-05
Friida,36,1.146681233765303e-05
Isolde,36,1.146681233765303e-05
Janessa,36,1.146681233765303e-05
Joyce,36,1.146681233765303e-05
Liida,36,1.146681233765303e-05
Lise-Lotte,36,1.146681233765303e-05
Lucy,36,1.146681233765303e-05
Lulu,36,1.146681233765303e-05
Maria-Leena,36,1.146681233765303e-05
Mirabella,36,1.146681233765303e-05
Paulette,36,1.146681233765303e-05
Pomeliina,36,1.146681233765303e-05
Sanna-Liisa,36,1.146681233765303e-05
Snöfrid,36,1.146681233765303e-05
Talvi,36,1.146681233765303e-05
Tania,36,1.146681233765303e-05
Tapiontytär,36,1.146681233765303e-05
Wambui,36,1.146681233765303e-05
Alica,35,1.1148289772718223e-05
Arabella,35,1.1148289772718223e-05
Cindy,35,1.1148289772718223e-05
de,35,1.1148289772718223e-05
Ellie,35,1.1148289772718223e-05
Erkintytär,35,1.1148289772718223e-05
Helmina,35,1.1148289772718223e-05
Illuusia,35,1.1148289772718223e-05
Iman,35,1.1148289772718223e-05
Jennie,35,1.1148289772718223e-05
Josefia,35,1.1148289772718223e-05
Leontine,35,1.1148289772718223e-05
Lianna,35,1.1148289772718223e-05
Liban,35,1.1148289772718223e-05
Maud,35,1.1148289772718223e-05
Maxine,35,1.1148289772718223e-05
Ngan,35,1.1148289772718223e-05
Nia,35,1.1148289772718223e-05
Nikolaevna,35,1.1148289772718223e-05
Pulmu,35,1.1148289772718223e-05
Raakkeli,35,1.1148289772718223e-05
Sadetta,35,1.1148289772718223e-05
Sanna-Mari,35,1.1148289772718223e-05
Sievä,35,1.1148289772718223e-05
Sirius,35,1.1148289772718223e-05
Tam,35,1.1148289772718223e-05
Thyra,35,1.1148289772718223e-05
Wanjiku,35,1.1148289772718223e-05
Yasemin,35,1.1148289772718223e-05
Aniela,34,1.0829767207783417e-05
Anna-Stiina,34,1.0829767207783417e-05
Avella,34,1.0829767207783417e-05
Eerin,34,1.0829767207783417e-05
Elenor,34,1.0829767207783417e-05
Enneli,34,1.0829767207783417e-05
Evena,34,1.0829767207783417e-05
Galina,34,1.0829767207783417e-05
Helmi-Maria,34,1.0829767207783417e-05
Leigh,34,1.0829767207783417e-05
Lise-Lott,34,1.0829767207783417e-05
Malva,34,1.0829767207783417e-05
Meiju,34,1.0829767207783417e-05
Niia,34,1.0829767207783417e-05
Sharif,34,1.0829767207783417e-05
Sylva,34,1.0829767207783417e-05
Tianna,34,1.0829767207783417e-05
Torborg,34,1.0829767207783417e-05
Unikko,34,1.0829767207783417e-05
Vivien,34,1.0829767207783417e-05
Yasmina,34,1.0829767207783417e-05
Abdirisaq,33,1.051124464284861e-05
Adelea,33,1.051124464284861e-05
Ainu,33,1.051124464284861e-05
Alba,33,1.051124464284861e-05
Annemarie,33,1.051124464284861e-05
Artemis,33,1.051124464284861e-05
Carol,33,1.051124464284861e-05
Corinne,33,1.051124464284861e-05
Dana,33,1.051124464284861e-05
Dawn,33,1.051124464284861e-05
Eeva-Riitta,33,1.051124464284861e-05
Eloise,33,1.051124464284861e-05
Emina,33,1.051124464284861e-05
Eugenie,33,1.051124464284861e-05
Faisal,33,1.051124464284861e-05
Fernanda,33,1.051124464284861e-05
Hippu,33,1.051124464284861e-05
Jessi,33,1.051124464284861e-05
Karolin,33,1.051124464284861e-05
Katri-Helena,33,1.051124464284861e-05
Lien,33,1.051124464284861e-05
Margaretta,33,1.051124464284861e-05
Muru,33,1.051124464284861e-05
Nanny,33,1.051124464284861e-05
Odelia,33,1.051124464284861e-05
Omena,33,1.051124464284861e-05
Pasintytär,33,1.051124464284861e-05
Reea,33,1.051124464284861e-05
Tyra,33,1.051124464284861e-05
Vi,33,1.051124464284861e-05
Zoe,33,1.051124464284861e-05
Adeleine,32,1.0192722077913804e-05
Agafia,32,1.0192722077913804e-05
Aksiina,32,1.0192722077913804e-05
Alexander,32,1.0192722077913804e-05
Anna-Greta,32,1.0192722077913804e-05
Anna-Karin,32,1.0192722077913804e-05
Anna-Kristiina,32,1.0192722077913804e-05
Arwen,32,1.0192722077913804e-05
Aster,32,1.0192722077913804e-05
Bao,32,1.0192722077913804e-05
Bertha,32,1.0192722077913804e-05
Bich,32,1.0192722077913804e-05
Björnsdotter,32,1.0192722077913804e-05
Brigitta,32,1.0192722077913804e-05
Dalia,32,1.0192722077913804e-05
Eerontytär,32,1.0192722077913804e-05
Fransina,32,1.0192722077913804e-05
Hinni,32,1.0192722077913804e-05
Hoang,32,1.0192722077913804e-05
Indira,32,1.0192722077913804e-05
Iona,32,1.0192722077913804e-05
Juhontytär,32,1.0192722077913804e-05
Katjuska,32,1.0192722077913804e-05
Kumari,32,1.0192722077913804e-05
Larisa,32,1.0192722077913804e-05
Lin,32,1.0192722077913804e-05
Lola,32,1.0192722077913804e-05
Madleena,32,1.0192722077913804e-05
Mariah,32,1.0192722077913804e-05
Marjuska,32,1.0192722077913804e-05
Metsätähti,32,1.0192722077913804e-05
Mohamad,32,1.0192722077913804e-05
Monique,32,1.0192722077913804e-05
Mustikka,32,1.0192722077913804e-05
Nelma,32,1.0192722077913804e-05
Oline,32,1.0192722077913804e-05
Rosemarie,32,1.0192722077913804e-05
Ros-Marie,32,1.0192722077913804e-05
Salad,32,1.0192722077913804e-05
Sinella,32,1.0192722077913804e-05
Terontytär,32,1.0192722077913804e-05
Tiuku,32,1.0192722077913804e-05
Tuomontytär,32,1.0192722077913804e-05
Valpu,32,1.0192722077913804e-05
Wiola,32,1.0192722077913804e-05
Zara,32,1.0192722077913804e-05
Abdikarim,31,9.874199512978997e-06
Annabelle,31,9.874199512978997e-06
Ann-Maria,31,9.874199512978997e-06
Aureelia,31,9.874199512978997e-06
Axelina,31,9.874199512978997e-06
Cia,31,9.874199512978997e-06
Diane,31,9.874199512978997e-06
Dina,31,9.874199512978997e-06
Dorrit,31,9.874199512978997e-06
Gerd,31,9.874199512978997e-06
Greeta,31,9.874199512978997e-06
Helly,31,9.874199512978997e-06
Iira,31,9.874199512978997e-06
Jarkontytär,31,9.874199512978997e-06
Kesäheinä,31,9.874199512978997e-06
Ling,31,9.874199512978997e-06
Lucina,31,9.874199512978997e-06
M.,31,9.874199512978997e-06
Manna,31,9.874199512978997e-06
Mansikka,31,9.874199512978997e-06
Margherita,31,9.874199512978997e-06
Mari-Louise,31,9.874199512978997e-06
Marine,31,9.874199512978997e-06
Martintytär,31,9.874199512978997e-06
Matlena,31,9.874199512978997e-06
Minttu-Maaria,31,9.874199512978997e-06
Muisto,31,9.874199512978997e-06
Salah,31,9.874199512978997e-06
Salama,31,9.874199512978997e-06
Solina,31,9.874199512978997e-06
Suleiman,31,9.874199512978997e-06
Toive,31,9.874199512978997e-06
Ulfsdotter,31,9.874199512978997e-06
Ulla-Maria,31,9.874199512978997e-06
Wairimu,31,9.874199512978997e-06
Adelé,30,9.555676948044191e-06
Agnete,30,9.555676948044191e-06
Alena,30,9.555676948044191e-06
Amilia,30,9.555676948044191e-06
Anya,30,9.555676948044191e-06
Artontytär,30,9.555676948044191e-06
Asad,30,9.555676948044191e-06
Athene,30,9.555676948044191e-06
Birgitte,30,9.555676948044191e-06
De,30,9.555676948044191e-06
Emil,30,9.555676948044191e-06
Freija,30,9.555676948044191e-06
Hagar,30,9.555676948044191e-06
Han,30,9.555676948044191e-06
Henny,30,9.555676948044191e-06
Isse,30,9.555676948044191e-06
Janiika,30,9.555676948044191e-06
Janintytär,30,9.555676948044191e-06
Johannes,30,9.555676948044191e-06
Kuutar,30,9.555676948044191e-06
Laine,30,9.555676948044191e-06
Lavinia,30,9.555676948044191e-06
Linnèa,30,9.555676948044191e-06
Lounatuuli,30,9.555676948044191e-06
Miili,30,9.555676948044191e-06
Milea,30,9.555676948044191e-06
Myrsky,30,9.555676948044191e-06
Ninette,30,9.555676948044191e-06
Njeri,30,9.555676948044191e-06
Nour,30,9.555676948044191e-06
Pia-Maria,30,9.555676948044191e-06
Roberta,30,9.555676948044191e-06
Sara-Sofia,30,9.555676948044191e-06
Sofiel,30,9.555676948044191e-06
Telma,30,9.555676948044191e-06
Violeta,30,9.555676948044191e-06
Vivienne,30,9.555676948044191e-06
Abdulle,29,9.237154383109385e-06
Adnan,29,9.237154383109385e-06
Alex,29,9.237154383109385e-06
Alfiina,29,9.237154383109385e-06
Aliida,29,9.237154383109385e-06
Ana,29,9.237154383109385e-06
Anett,29,9.237154383109385e-06
Annakaisa,29,9.237154383109385e-06
Annaliina,29,9.237154383109385e-06
Annemi,29,9.237154383109385e-06
Audrey,29,9.237154383109385e-06
Augustiina,29,9.237154383109385e-06
Carlotta,29,9.237154383109385e-06
Catariina,29,9.237154383109385e-06
Donna,29,9.237154383109385e-06
Ea,29,9.237154383109385e-06
Eda,29,9.237154383109385e-06
Eela,29,9.237154383109385e-06
Eimi,29,9.237154383109385e-06
Elviina,29,9.237154383109385e-06
Esme,29,9.237154383109385e-06
Lisen,29,9.237154383109385e-06
Lumilla,29,9.237154383109385e-06
Lykke,29,9.237154383109385e-06
Mariza,29,9.237154383109385e-06
Markitta,29,9.237154383109385e-06
Michele,29,9.237154383109385e-06
Minna-Maria,29,9.237154383109385e-06
Naemi,29,9.237154383109385e-06
Neonilla,29,9.237154383109385e-06
Nikolajevna,29,9.237154383109385e-06
Otteliana,29,9.237154383109385e-06
Ragni,29,9.237154383109385e-06
Soraya,29,9.237154383109385e-06
Teemuntytär,29,9.237154383109385e-06
Tiia-Maria,29,9.237154383109385e-06
Tulikki,29,9.237154383109385e-06
Uni,29,9.237154383109385e-06
Wiktoria,29,9.237154383109385e-06
Adil,28,8.918631818174578e-06
Alfhilda,28,8.918631818174578e-06
Anatoljevna,28,8.918631818174578e-06
Anilla,28,8.918631818174578e-06
Ann-Catrin,28,8.918631818174578e-06
Aukusta,28,8.918631818174578e-06
Avelia,28,8.918631818174578e-06
Carelia,28,8.918631818174578e-06
Chanel,28,8.918631818174578e-06
Eeva-Stiina,28,8.918631818174578e-06
Einikki,28,8.918631818174578e-06
Elene,28,8.918631818174578e-06
Elizabet,28,8.918631818174578e-06
Eva-Liisa,28,8.918631818174578e-06
Geraldine,28,8.918631818174578e-06
Hien,28,8.918631818174578e-06
Jansdotter,28,8.918631818174578e-06
Jurjevna,28,8.918631818174578e-06
Kieu,28,8.918631818174578e-06
Kristiine,28,8.918631818174578e-06
Leyla,28,8.918631818174578e-06
Lumimarja,28,8.918631818174578e-06
Madelen,28,8.918631818174578e-06
Marcela,28,8.918631818174578e-06
Marget,28,8.918631818174578e-06
Martine,28,8.918631818174578e-06
Milli,28,8.918631818174578e-06
Musse,28,8.918631818174578e-06
Naimi,28,8.918631818174578e-06
Otteljaana,28,8.918631818174578e-06
Petersdotter,28,8.918631818174578e-06
Sabah,28,8.918631818174578e-06
Salman,28,8.918631818174578e-06
Skye,28,8.918631818174578e-06
Sole,28,8.918631818174578e-06
Tinka,28,8.918631818174578e-06
Valentine,28,8.918631818174578e-06
Verena,28,8.918631818174578e-06
Vineta,28,8.918631818174578e-06
Xuan,28,8.918631818174578e-06
Adelie,27,8.600109253239773e-06
Aleksandria,27,8.600109253239773e-06
Anna-Helena,27,8.600109253239773e-06
Anne-Maija,27,8.600109253239773e-06
Apila,27,8.600109253239773e-06
Arja-Leena,27,8.600109253239773e-06
Atieno,27,8.600109253239773e-06
Aylin,27,8.600109253239773e-06
Aziz,27,8.600109253239773e-06
Devi,27,8.600109253239773e-06
Edel,27,8.600109253239773e-06
Elli-Maria,27,8.600109253239773e-06
Elsbeth,27,8.600109253239773e-06
Enja,27,8.600109253239773e-06
Farina,27,8.600109253239773e-06
Franciska,27,8.600109253239773e-06
Hamid,27,8.600109253239773e-06
Hanna-Kaisa,27,8.600109253239773e-06
Helkky,27,8.600109253239773e-06
Hetti,27,8.600109253239773e-06
Ihana,27,8.600109253239773e-06
Iida-Sofia,27,8.600109253239773e-06
Ivanova,27,8.600109253239773e-06
Janetta,27,8.600109253239773e-06
Jessina,27,8.600109253239773e-06
Kesia,27,8.600109253239773e-06
Kimmontytär,27,8.600109253239773e-06
Leonoora,27,8.600109253239773e-06
Maare,27,8.600109253239773e-06
Mariama,27,8.600109253239773e-06
Marleene,27,8.600109253239773e-06
Marlén,27,8.600109253239773e-06
Mia-Maria,27,8.600109253239773e-06
Minda,27,8.600109253239773e-06
Minttu-Maria,27,8.600109253239773e-06
Nguyet,27,8.600109253239773e-06
Nikola,27,8.600109253239773e-06
Noelia,27,8.600109253239773e-06
Oanh,27,8.600109253239773e-06
Olavi,27,8.600109253239773e-06
Priita,27,8.600109253239773e-06
Priitta,27,8.600109253239773e-06
Raija-Liisa,27,8.600109253239773e-06
Rosanne,27,8.600109253239773e-06
Rosemary,27,8.600109253239773e-06
Taisia,27,8.600109253239773e-06
Tiiu,27,8.600109253239773e-06
Tommintytär,27,8.600109253239773e-06
Truc,27,8.600109253239773e-06
Varvara,27,8.600109253239773e-06
Vivica,27,8.600109253239773e-06
Abdikadir,26,8.281586688304967e-06
Adrienne,26,8.281586688304967e-06
Aicha,26,8.281586688304967e-06
Akintytär,26,8.281586688304967e-06
Anissa,26,8.281586688304967e-06
Anna-Elina,26,8.281586688304967e-06
Anne-May,26,8.281586688304967e-06
Avilla,26,8.281586688304967e-06
Beate,26,8.281586688304967e-06
Belle,26,8.281586688304967e-06
Bent,26,8.281586688304967e-06
Catherina,26,8.281586688304967e-06
Chloe,26,8.281586688304967e-06
Ciara,26,8.281586688304967e-06
Dilara,26,8.281586688304967e-06
Edina,26,8.281586688304967e-06
Edvina,26,8.281586688304967e-06
Eedith,26,8.281586688304967e-06
Eevamaria,26,8.281586688304967e-06
Elektra,26,8.281586688304967e-06
Ellevi,26,8.281586688304967e-06
Erikka,26,8.281586688304967e-06
Helfrid,26,8.281586688304967e-06
Hilve,26,8.281586688304967e-06
Irén,26,8.281586688304967e-06
Jarmontytär,26,8.281586688304967e-06
Katharine,26,8.281586688304967e-06
Khaled,26,8.281586688304967e-06
Khanh,26,8.281586688304967e-06
Mary-Anne,26,8.281586688304967e-06
Minéa,26,8.281586688304967e-06
Rhea,26,8.281586688304967e-06
Sätene,26,8.281586688304967e-06
Yan,26,8.281586688304967e-06
Yee,26,8.281586688304967e-06
Abdillahi,25,7.96306412337016e-06
Adelein,25,7.96306412337016e-06
Amber,25,7.96306412337016e-06
Anastaasia,25,7.96306412337016e-06
Anisa,25,7.96306412337016e-06
Aretta,25,7.96306412337016e-06
Awa,25,7.96306412337016e-06
Berta,25,7.96306412337016e-06
Biritta,25,7.96306412337016e-06
Camila,25,7.96306412337016e-06
Catharine,25,7.96306412337016e-06
Chioma,25,7.96306412337016e-06
Christiana,25,7.96306412337016e-06
Diem,25,7.96306412337016e-06
Dorothy,25,7.96306412337016e-06
Elia,25,7.96306412337016e-06
Elias,25,7.96306412337016e-06
Emmaliina,25,7.96306412337016e-06
Esperanza,25,7.96306412337016e-06
Eunice,25,7.96306412337016e-06
Fay,25,7.96306412337016e-06
Iselin,25,7.96306412337016e-06
Jolie,25,7.96306412337016e-06
Kristen,25,7.96306412337016e-06
Liza,25,7.96306412337016e-06
Ludmila,25,7.96306412337016e-06
Majvor,25,7.96306412337016e-06
Malika,25,7.96306412337016e-06
Margitha,25,7.96306412337016e-06
Markuksentytär,25,7.96306412337016e-06
Marleen,25,7.96306412337016e-06
Maura,25,7.96306412337016e-06
Merette,25,7.96306412337016e-06
Merikukka,25,7.96306412337016e-06
Molly,25,7.96306412337016e-06
Philippa,25,7.96306412337016e-06
Pii,25,7.96306412337016e-06
Ruby,25,7.96306412337016e-06
Saeed,25,7.96306412337016e-06
Sergeevna,25,7.96306412337016e-06
Sidonia,25,7.96306412337016e-06
Sina,25,7.96306412337016e-06
Sini-Tuulia,25,7.96306412337016e-06
Sirpa-Liisa,25,7.96306412337016e-06
Suvi-Maaria,25,7.96306412337016e-06
Taikatuuli,25,7.96306412337016e-06
Tilma,25,7.96306412337016e-06
Tomintytär,25,7.96306412337016e-06
Vasiljevna,25,7.96306412337016e-06
Veea,25,7.96306412337016e-06
Viviann,25,7.96306412337016e-06
Wanda,25,7.96306412337016e-06
Wilhelmine,25,7.96306412337016e-06
Abd,24,7.644541558435354e-06
Abdikarin,24,7.644541558435354e-06
Abdirisak,24,7.644541558435354e-06
Abed,24,7.644541558435354e-06
Adine,24,7.644541558435354e-06
Agnieszka,24,7.644541558435354e-06
Alda,24,7.644541558435354e-06
Amin,24,7.644541558435354e-06
Anaïs,24,7.644541558435354e-06
Aniina,24,7.644541558435354e-06
Anna-Emilia,24,7.644541558435354e-06
Anna-Katariina,24,7.644541558435354e-06
Annimari,24,7.644541558435354e-06
Auvikki,24,7.644541558435354e-06
Binte,24,7.644541558435354e-06
Borisovna,24,7.644541558435354e-06
Cecilie,24,7.644541558435354e-06
Chau,24,7.644541558435354e-06
Crystal,24,7.644541558435354e-06
Eloni,24,7.644541558435354e-06
Enniina,24,7.644541558435354e-06
Eulalia,24,7.644541558435354e-06
Hannaleena,24,7.644541558435354e-06
Iiri,24,7.644541558435354e-06
Iren,24,7.644541558435354e-06
Isella,24,7.644541558435354e-06
Ivy,24,7.644541558435354e-06
Janice,24,7.644541558435354e-06
Jarnontytär,24,7.644541558435354e-06
Kaari,24,7.644541558435354e-06
Kaariina,24,7.644541558435354e-06
Katarzyna,24,7.644541558435354e-06
Khadija,24,7.644541558435354e-06
Kirsten,24,7.644541558435354e-06
Leandra,24,7.644541558435354e-06
Leone,24,7.644541558435354e-06
Lilith,24,7.644541558435354e-06
Lorraine,24,7.644541558435354e-06
Lucie,24,7.644541558435354e-06
Lynne,24,7.644541558435354e-06
Maijaliisa,24,7.644541558435354e-06
Maj-Gret,24,7.644541558435354e-06
Malina,24,7.644541558435354e-06
Mariko,24,7.644541558435354e-06
Mihailovna,24,7.644541558435354e-06
Miikantytär,24,7.644541558435354e-06
Muthoni,24,7.644541558435354e-06
Norma,24,7.644541558435354e-06
Ona,24,7.644541558435354e-06
Opri,24,7.644541558435354e-06
Paavontytär,24,7.644541558435354e-06
Peppilotta,24,7.644541558435354e-06
Ragnborg,24,7.644541558435354e-06
Retriikka,24,7.644541558435354e-06
Sakura,24,7.644541558435354e-06
Sannamari,24,7.644541558435354e-06
Sannukka,24,7.644541558435354e-06
Sargit,24,7.644541558435354e-06
Tanya,24,7.644541558435354e-06
Tonintytär,24,7.644541558435354e-06
Tutteli,24,7.644541558435354e-06
Yu,24,7.644541558435354e-06
A.,23,7.326018993500547e-06
Abdiasis,23,7.326018993500547e-06
Abdinasir,23,7.326018993500547e-06
Abshir,23,7.326018993500547e-06
Ai,23,7.326018993500547e-06
Akviliina,23,7.326018993500547e-06
Alfa,23,7.326018993500547e-06
Amadea,23,7.326018993500547e-06
Amilda,23,7.326018993500547e-06
Anna-Riikka,23,7.326018993500547e-06
Arianne,23,7.326018993500547e-06
Aronia,23,7.326018993500547e-06
Arya,23,7.326018993500547e-06
Cam,23,7.326018993500547e-06
Chelsea,23,7.326018993500547e-06
Cilla,23,7.326018993500547e-06
Delia,23,7.326018993500547e-06
Eliida,23,7.326018993500547e-06
Elisia,23,7.326018993500547e-06
Emiliina,23,7.326018993500547e-06
Fatma,23,7.326018993500547e-06
Faye,23,7.326018993500547e-06
Fredriksdotter,23,7.326018993500547e-06
Garita,23,7.326018993500547e-06
Giovanna,23,7.326018993500547e-06
Hashim,23,7.326018993500547e-06
Hedwig,23,7.326018993500547e-06
Helea,23,7.326018993500547e-06
Hermine,23,7.326018993500547e-06
Hetastiina,23,7.326018993500547e-06
India,23,7.326018993500547e-06
Juhani,23,7.326018993500547e-06
Kallentytär,23,7.326018993500547e-06
Kariitta,23,7.326018993500547e-06
Kasmira,23,7.326018993500547e-06
Khadar,23,7.326018993500547e-06
Leni,23,7.326018993500547e-06
Lo,23,7.326018993500547e-06
Lolita,23,7.326018993500547e-06
Lumianna,23,7.326018993500547e-06
Lusiina,23,7.326018993500547e-06
Maarja,23,7.326018993500547e-06
Mai-Lis,23,7.326018993500547e-06
Maree,23,7.326018993500547e-06
Margret,23,7.326018993500547e-06
Mária,23,7.326018993500547e-06
Mariet,23,7.326018993500547e-06
Marike,23,7.326018993500547e-06
Market,23,7.326018993500547e-06
Mirjaana,23,7.326018993500547e-06
Nicoletta,23,7.326018993500547e-06
Nilla,23,7.326018993500547e-06
Noona,23,7.326018993500547e-06
Nuur,23,7.326018993500547e-06
Otava,23,7.326018993500547e-06
Petrina,23,7.326018993500547e-06
Päivätär,23,7.326018993500547e-06
Safina,23,7.326018993500547e-06
Sallamari,23,7.326018993500547e-06
Satu-Maarit,23,7.326018993500547e-06
Sera,23,7.326018993500547e-06
Sheikh,23,7.326018993500547e-06
Sulamit,23,7.326018993500547e-06
Suzan,23,7.326018993500547e-06
Syrilla,23,7.326018993500547e-06
Tessaliina,23,7.326018993500547e-06
Thomasdotter,23,7.326018993500547e-06
Tiana,23,7.326018993500547e-06
Trinh,23,7.326018993500547e-06
Unni,23,7.326018993500547e-06
Abdallah,22,7.0074964285657405e-06
Aino-Liisa,22,7.0074964285657405e-06
Alia,22,7.0074964285657405e-06
Amelié,22,7.0074964285657405e-06
Anabel,22,7.0074964285657405e-06
Anne-Marja,22,7.0074964285657405e-06
Anniliina,22,7.0074964285657405e-06
Antonella,22,7.0074964285657405e-06
Berfin,22,7.0074964285657405e-06
Bernadette,22,7.0074964285657405e-06
Birit,22,7.0074964285657405e-06
Cara,22,7.0074964285657405e-06
Dao,22,7.0074964285657405e-06
Darling,22,7.0074964285657405e-06
Eevaliisa,22,7.0074964285657405e-06
Elfrida,22,7.0074964285657405e-06
Eliisabeth,22,7.0074964285657405e-06
Elvia,22,7.0074964285657405e-06
Emmanuelle,22,7.0074964285657405e-06
Esikko,22,7.0074964285657405e-06
Etti,22,7.0074964285657405e-06
Farhan,22,7.0074964285657405e-06
Francisca,22,7.0074964285657405e-06
Giang,22,7.0074964285657405e-06
Gunlög,22,7.0074964285657405e-06
Hanna-Maija,22,7.0074964285657405e-06
Hannelore,22,7.0074964285657405e-06
Helin,22,7.0074964285657405e-06
Helina,22,7.0074964285657405e-06
Htoo,22,7.0074964285657405e-06
Idamaria,22,7.0074964285657405e-06
Idun,22,7.0074964285657405e-06
Ifeoma,22,7.0074964285657405e-06
Inessa,22,7.0074964285657405e-06
Isela,22,7.0074964285657405e-06
Jaanika,22,7.0074964285657405e-06
Jasmi,22,7.0074964285657405e-06
Jekateriina,22,7.0074964285657405e-06
Jenika,22,7.0074964285657405e-06
Joana,22,7.0074964285657405e-06
Jonasdotter,22,7.0074964285657405e-06
Juulianna,22,7.0074964285657405e-06
Kaija-Liisa,22,7.0074964285657405e-06
Kamal,22,7.0074964285657405e-06
Kelly,22,7.0074964285657405e-06
Kiana,22,7.0074964285657405e-06
Liidia,22,7.0074964285657405e-06
Liivia,22,7.0074964285657405e-06
Lisa-Maria,22,7.0074964285657405e-06
Lotta-Maria,22,7.0074964285657405e-06
